timestamp,juror,repo_a,repo_b,parent
2024-12-24T18:03:10.396Z,L1Juror1,https://github.com/prysmaticlabs/prysm,https://github.com/status-im/nimbus-eth2,ethereum
2024-12-24T18:20:59.999Z,L1Juror1,https://github.com/ethereum/remix-project,https://github.com/paradigmxyz/reth,ethereum
2024-12-30T14:25:08.472Z,L1Juror4,https://github.com/safe-global/safe-smart-account,https://github.com/ethereum/web3.py,ethereum
2024-12-30T14:49:07.270Z,L1Juror4,https://github.com/paradigmxyz/reth,https://github.com/ethereum/go-ethereum,ethereum
2024-12-30T14:39:02.503Z,L1Juror4,https://github.com/chainsafe/lodestar,https://github.com/eth-infinitism/account-abstraction,ethereum
2024-12-31T10:36:26.706Z,L1Juror5,https://github.com/consensys/teku,https://github.com/vyperlang/vyper,ethereum
2024-12-31T10:39:14.496Z,L1Juror5,https://github.com/status-im/nimbus-eth2,https://github.com/ethereum/py-evm,ethereum
2025-01-02T09:31:53.475Z,L1Juror6,https://github.com/status-im/nimbus-eth2,https://github.com/vyperlang/vyper,ethereum
2025-01-02T09:35:11.527Z,L1Juror6,https://github.com/ethereum/web3.py,https://github.com/prysmaticlabs/prysm,ethereum
2025-01-06T14:30:28.300Z,L1Juror7,https://github.com/sigp/lighthouse,https://github.com/status-im/nimbus-eth2,ethereum
2025-01-15T11:26:58.813Z,L1Juror10,https://github.com/ethereum/web3.py,https://github.com/ethereum/remix-project,ethereum
2025-01-15T11:29:02.077Z,L1Juror10,https://github.com/chainsafe/lodestar,https://github.com/sigp/lighthouse,ethereum
2025-01-15T11:29:50.572Z,L1Juror10,https://github.com/ethereum/go-ethereum,https://github.com/paradigmxyz/reth,ethereum
2025-01-15T16:04:12.104Z,L1Juror11,https://github.com/consensys/teku,https://github.com/chainsafe/lodestar,ethereum
2025-01-15T16:05:57.922Z,L1Juror11,https://github.com/ethereum/go-ethereum,https://github.com/vyperlang/vyper,ethereum
2025-01-16T14:00:32.840Z,L1Juror13,https://github.com/hyperledger/besu,https://github.com/safe-global/safe-smart-account,ethereum
2025-01-16T14:24:59.525Z,L1Juror13,https://github.com/safe-global/safe-smart-account,https://github.com/ethereum/py-evm,ethereum
2025-01-16T14:31:11.218Z,L1Juror13,https://github.com/chainsafe/lodestar,https://github.com/nethermindeth/nethermind,ethereum
2025-01-16T14:33:32.213Z,L1Juror13,https://github.com/consensys/teku,https://github.com/eth-infinitism/account-abstraction,ethereum
2025-01-16T14:36:22.651Z,L1Juror13,https://github.com/ethereum/web3.py,https://github.com/consensys/teku,ethereum
2025-01-18T04:34:22.773Z,L1Juror12,https://github.com/sigp/lighthouse,https://github.com/ethereum/go-ethereum,ethereum
2025-01-20T09:54:27.589Z,L1Juror14,https://github.com/vyperlang/vyper,https://github.com/argotorg/solidity,ethereum
2025-01-20T09:56:15.835Z,L1Juror14,https://github.com/nethermindeth/nethermind,https://github.com/ethereum/go-ethereum,ethereum
2025-01-20T09:56:33.166Z,L1Juror14,https://github.com/ethereum/py-evm,https://github.com/ethereum/go-ethereum,ethereum
2025-01-21T07:04:17.779Z,L1Juror6,https://github.com/hyperledger/besu,https://github.com/ethereum/go-ethereum,ethereum
2025-01-21T07:06:38.207Z,L1Juror6,https://github.com/sigp/lighthouse,https://github.com/argotorg/solidity,ethereum
2025-01-21T07:09:10.678Z,L1Juror6,https://github.com/nomicfoundation/hardhat,https://github.com/safe-global/safe-smart-account,ethereum
2025-01-21T07:11:43.987Z,L1Juror6,https://github.com/vyperlang/vyper,https://github.com/openzeppelin/openzeppelin-contracts,ethereum
2025-01-21T07:14:52.133Z,L1Juror6,https://github.com/nethermindeth/nethermind,https://github.com/a16z/helios,ethereum
2025-01-23T00:06:08.608Z,L1Juror16,https://github.com/argotorg/sourcify,https://github.com/argotorg/fe,ethereum
2025-01-23T12:42:44.932Z,L1Juror13,https://github.com/alloy-rs/alloy,https://github.com/argotorg/solidity,ethereum
2025-01-23T14:02:51.275Z,L1Juror13,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/foundry-rs/foundry,ethereum
2025-01-23T14:15:30.062Z,L1Juror13,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/ethereum/remix-project,ethereum
2025-01-23T14:22:17.292Z,L1Juror13,https://github.com/paradigmxyz/reth,https://github.com/argotorg/solidity,ethereum
2025-01-23T14:30:06.051Z,L1Juror13,https://github.com/paradigmxyz/reth,https://github.com/ethereum-lists/chains,ethereum
2025-01-23T14:45:02.674Z,L1Juror13,https://github.com/grandinetech/grandine,https://github.com/paradigmxyz/reth,ethereum
2025-01-23T14:47:50.404Z,L1Juror13,https://github.com/wevm/viem,https://github.com/status-im/nimbus-eth2,ethereum
2025-01-24T03:32:23.896Z,L1Juror17,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/hyperledger/besu,ethereum
2025-01-24T05:43:35.277Z,L1Juror17,https://github.com/ethereum/remix-project,https://github.com/openzeppelin/openzeppelin-contracts,ethereum
2025-01-24T05:45:10.305Z,L1Juror17,https://github.com/hyperledger/besu,https://github.com/sigp/lighthouse,ethereum
2025-01-24T05:50:39.027Z,L1Juror17,https://github.com/safe-global/safe-smart-account,https://github.com/consensys/teku,ethereum
2025-01-24T07:00:15.391Z,L1Juror17,https://github.com/paradigmxyz/reth,https://github.com/alloy-rs/alloy,ethereum
2025-01-24T07:56:20.466Z,L1Juror17,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/vyperlang/vyper,ethereum
2025-01-24T08:02:18.554Z,L1Juror17,https://github.com/ethereum/py-evm,https://github.com/openzeppelin/openzeppelin-contracts,ethereum
2025-01-24T08:07:38.811Z,L1Juror17,https://github.com/vyperlang/titanoboa,https://github.com/vyperlang/vyper,ethereum
2025-01-24T08:09:25.938Z,L1Juror17,https://github.com/ethereum-lists/chains,https://github.com/chainsafe/lodestar,ethereum
2025-01-24T08:12:35.530Z,L1Juror17,https://github.com/status-im/nimbus-eth2,https://github.com/ethereum/go-ethereum,ethereum
2025-01-24T17:45:57.173Z,L1Juror18,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/argotorg/sourcify,ethereum
2025-01-24T17:47:19.492Z,L1Juror18,https://github.com/consensys/teku,https://github.com/status-im/nimbus-eth2,ethereum
2025-01-26T19:01:47.686Z,L1Juror19,https://github.com/nethermindeth/nethermind,https://github.com/hyperledger/besu,ethereum
2025-01-26T19:07:38.420Z,L1Juror19,https://github.com/status-im/nimbus-eth2,https://github.com/openzeppelin/openzeppelin-contracts,ethereum
2025-01-26T19:10:15.278Z,L1Juror19,https://github.com/eth-infinitism/account-abstraction,https://github.com/prysmaticlabs/prysm,ethereum
2025-01-26T19:14:15.106Z,L1Juror19,https://github.com/safe-global/safe-smart-account,https://github.com/alloy-rs/alloy,ethereum
2025-01-26T19:24:34.093Z,L1Juror19,https://github.com/paradigmxyz/reth,https://github.com/argotorg/sourcify,ethereum
2025-01-26T20:59:14.921Z,L1Juror19,https://github.com/safe-global/safe-smart-account,https://github.com/ethereum/remix-project,ethereum
2025-01-26T21:01:45.963Z,L1Juror19,https://github.com/argotorg/solidity,https://github.com/openzeppelin/openzeppelin-contracts,ethereum
2025-01-28T12:55:35.762Z,L1Juror20,https://github.com/wevm/viem,https://github.com/openzeppelin/openzeppelin-contracts,ethereum
2025-01-28T12:56:33.959Z,L1Juror20,https://github.com/ethereum/py-evm,https://github.com/eth-infinitism/account-abstraction,ethereum
2025-01-28T12:57:17.412Z,L1Juror20,https://github.com/chainsafe/lodestar,https://github.com/ethers-io/ethers.js,ethereum
2025-01-30T22:38:58.771Z,L1Juror21,https://github.com/nomicfoundation/hardhat,https://github.com/argotorg/sourcify,ethereum
2025-02-01T12:23:45.281Z,L1Juror23,https://github.com/ethers-io/ethers.js,https://github.com/ethereum/remix-project,ethereum
2025-02-01T12:26:21.379Z,L1Juror23,https://github.com/nethereum/nethereum,https://github.com/ethereum/go-ethereum,ethereum
2025-02-02T08:55:21.757Z,L1Juror24,https://github.com/nethereum/nethereum,https://github.com/chainsafe/lodestar,ethereum
2025-02-02T09:00:03.707Z,L1Juror24,https://github.com/grandinetech/grandine,https://github.com/alloy-rs/alloy,ethereum
2025-02-02T09:10:57.885Z,L1Juror24,https://github.com/erigontech/erigon,https://github.com/wevm/viem,ethereum
2025-02-02T09:19:29.066Z,L1Juror24,https://github.com/nethermindeth/nethermind,https://github.com/ethereum/remix-project,ethereum
2025-02-05T21:19:56.657Z,L1Juror15,https://github.com/erigontech/erigon,https://github.com/hyperledger/besu,ethereum
2025-02-12T21:41:29.280Z,L1Juror15,https://github.com/grandinetech/grandine,https://github.com/prysmaticlabs/prysm,ethereum
2025-02-12T21:46:22.620Z,L1Juror15,https://github.com/paradigmxyz/reth,https://github.com/sigp/lighthouse,ethereum
2025-02-12T21:49:43.985Z,L1Juror15,https://github.com/eth-infinitism/account-abstraction,https://github.com/ethereum-lists/chains,ethereum
2025-02-18T08:44:02.767Z,L1Juror22,https://github.com/sigp/lighthouse,https://github.com/eth-infinitism/account-abstraction,ethereum
2025-02-18T08:45:04.751Z,L1Juror22,https://github.com/consensys/teku,https://github.com/vyperlang/titanoboa,ethereum
2025-02-18T08:47:00.041Z,L1Juror22,https://github.com/foundry-rs/foundry,https://github.com/ethereum/go-ethereum,ethereum
2025-02-20T15:53:06.419Z,L1Juror15,https://github.com/apeworx/ape,https://github.com/grandinetech/grandine,ethereum
2025-02-20T15:56:05.566Z,L1Juror15,https://github.com/ethereum/web3.py,https://github.com/grandinetech/grandine,ethereum
2025-02-26T10:03:13.302Z,L1Juror25,https://github.com/consensys/teku,https://github.com/foundry-rs/foundry,ethereum
2025-02-26T10:12:00.168Z,L1Juror25,https://github.com/argotorg/solidity,https://github.com/argotorg/fe,ethereum
2025-03-01T06:46:45.588Z,L1Juror9,https://github.com/nomicfoundation/hardhat,https://github.com/scaffold-eth/scaffold-eth-2,ethereum
2025-03-01T06:49:50.291Z,L1Juror9,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/ethereum/remix-project,ethereum
2025-03-01T06:51:36.648Z,L1Juror9,https://github.com/paradigmxyz/reth,https://github.com/prysmaticlabs/prysm,ethereum
2025-03-01T06:58:35.428Z,L1Juror9,https://github.com/ethers-io/ethers.js,https://github.com/sigp/lighthouse,ethereum
2025-03-01T07:02:05.406Z,L1Juror9,https://github.com/eth-infinitism/account-abstraction,https://github.com/erigontech/erigon,ethereum
2025-03-01T07:07:34.530Z,L1Juror9,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/erigontech/erigon,ethereum
2025-03-01T07:11:03.545Z,L1Juror9,https://github.com/eth-infinitism/account-abstraction,https://github.com/wevm/viem,ethereum
2025-03-12T10:38:22.024Z,L1Juror26,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/grandinetech/grandine,ethereum
2025-03-12T02:33:59.363Z,L1Juror26,https://github.com/ethers-io/ethers.js,https://github.com/a16z/helios,ethereum
2025-03-25T07:09:55.778Z,L1Juror27,https://github.com/argotorg/solidity,https://github.com/ethereum/go-ethereum,ethereum
2025-03-26T13:57:37.985Z,L1Juror28,https://github.com/ethereum/web3.py,https://github.com/sigp/lighthouse,ethereum
2025-03-26T14:06:58.125Z,L1Juror28,https://github.com/argotorg/solidity,https://github.com/ethereum/py-evm,ethereum
2025-03-26T14:11:31.189Z,L1Juror28,https://github.com/ethereum/remix-project,https://github.com/eth-infinitism/account-abstraction,ethereum
2025-03-26T14:20:35.165Z,L1Juror28,https://github.com/ethereum-lists/chains,https://github.com/hyperledger-web3j/web3j,ethereum
2025-03-26T14:31:35.517Z,L1Juror28,https://github.com/hyperledger/besu,https://github.com/a16z/helios,ethereum
2025-03-26T15:56:15.502Z,L1Juror28,https://github.com/scaffold-eth/scaffold-eth-2,https://github.com/hyperledger-web3j/web3j,ethereum
2025-03-26T16:06:01.190Z,L1Juror28,https://github.com/alloy-rs/alloy,https://github.com/openzeppelin/openzeppelin-contracts,ethereum
2025-03-26T16:16:41.927Z,L1Juror28,https://github.com/ethereum/py-evm,https://github.com/erigontech/erigon,ethereum
2025-03-26T16:22:02.409Z,L1Juror28,https://github.com/eth-infinitism/account-abstraction,https://github.com/vyperlang/vyper,ethereum
2025-03-26T16:29:40.824Z,L1Juror28,https://github.com/wevm/viem,https://github.com/foundry-rs/foundry,ethereum
2025-03-26T23:28:26.474Z,L1Juror27,https://github.com/ethers-io/ethers.js,https://github.com/sigp/lighthouse,ethereum
2025-03-26T23:32:53.193Z,L1Juror27,https://github.com/ethereum/web3.py,https://github.com/hyperledger-web3j/web3j,ethereum
2025-03-26T23:33:29.863Z,L1Juror27,https://github.com/ethereum/go-ethereum,https://github.com/erigontech/erigon,ethereum
2025-03-26T23:34:47.959Z,L1Juror27,https://github.com/ethers-io/ethers.js,https://github.com/hyperledger/besu,ethereum
2025-03-26T23:37:16.130Z,L1Juror27,https://github.com/ethers-io/ethers.js,https://github.com/eth-infinitism/account-abstraction,ethereum
2025-03-26T23:38:56.639Z,L1Juror27,https://github.com/eth-infinitism/account-abstraction,https://github.com/foundry-rs/foundry,ethereum
2025-03-26T23:39:58.996Z,L1Juror27,https://github.com/hyperledger/besu,https://github.com/ethereum/remix-project,ethereum
2025-03-26T23:40:22.070Z,L1Juror27,https://github.com/ethereum/go-ethereum,https://github.com/a16z/helios,ethereum
2025-03-30T04:18:16.377Z,L1Juror24,https://github.com/vyperlang/vyper,https://github.com/ethereum/remix-project,ethereum
2025-03-30T04:21:26.364Z,L1Juror24,https://github.com/ethereum/web3.py,https://github.com/status-im/nimbus-eth2,ethereum
2025-03-30T04:23:13.568Z,L1Juror24,https://github.com/apeworx/ape,https://github.com/nethermindeth/nethermind,ethereum
2025-03-30T04:25:05.504Z,L1Juror24,https://github.com/sigp/lighthouse,https://github.com/argotorg/sourcify,ethereum
2025-03-30T04:26:42.651Z,L1Juror24,https://github.com/status-im/nimbus-eth2,https://github.com/foundry-rs/foundry,ethereum
2025-03-30T04:31:19.053Z,L1Juror24,https://github.com/eth-infinitism/account-abstraction,https://github.com/apeworx/ape,ethereum
2025-03-30T19:40:00.412Z,L1Juror29,https://github.com/alloy-rs/alloy,https://github.com/sigp/lighthouse,ethereum
2025-03-30T19:44:51.229Z,L1Juror29,https://github.com/wevm/viem,https://github.com/ethereum/web3.py,ethereum
2025-03-30T19:46:17.646Z,L1Juror29,https://github.com/ethereum/remix-project,https://github.com/hyperledger/besu,ethereum
2025-03-30T19:49:30.020Z,L1Juror29,https://github.com/alloy-rs/alloy,https://github.com/nethermindeth/nethermind,ethereum
2025-03-30T19:50:33.345Z,L1Juror29,https://github.com/ethereum/remix-project,https://github.com/nethermindeth/nethermind,ethereum
2025-03-30T19:52:24.211Z,L1Juror29,https://github.com/paradigmxyz/reth,https://github.com/vyperlang/vyper,ethereum
2025-03-30T19:53:39.414Z,L1Juror29,https://github.com/ethereum/go-ethereum,https://github.com/apeworx/ape,ethereum
2025-03-30T19:54:42.849Z,L1Juror29,https://github.com/chainsafe/lodestar,https://github.com/sigp/lighthouse,ethereum
2025-03-30T21:03:10.706Z,L1Juror29,https://github.com/paradigmxyz/reth,https://github.com/ethereum-lists/chains,ethereum
2025-03-30T21:05:21.014Z,L1Juror29,https://github.com/ethereum-lists/chains,https://github.com/ethers-io/ethers.js,ethereum
2025-03-31T14:52:12.996Z,L1Juror30,https://github.com/argotorg/fe,https://github.com/hyperledger-web3j/web3j,ethereum
2025-03-31T14:57:10.080Z,L1Juror30,https://github.com/prysmaticlabs/prysm,https://github.com/nethermindeth/nethermind,ethereum
2025-05-26T10:17:05.184Z,L1Juror37,https://github.com/prysmaticlabs/prysm,https://github.com/ethereum/web3.py,ethereum
2025-05-26T10:18:51.831Z,L1Juror37,https://github.com/apeworx/ape,https://github.com/ethereum/web3.py,ethereum
2025-05-26T10:22:00.258Z,L1Juror5,https://github.com/argotorg/fe,https://github.com/ethereum-lists/chains,ethereum
2025-05-26T10:23:38.497Z,L1Juror5,https://github.com/ethers-io/ethers.js,https://github.com/argotorg/sourcify,ethereum
2025-05-26T10:36:24.901Z,L1Juror5,https://github.com/ethereum/web3.py,https://github.com/argotorg/fe,ethereum
2025-05-26T10:41:10.672Z,L1Juror5,https://github.com/argotorg/sourcify,https://github.com/alloy-rs/alloy,ethereum
2025-05-26T11:55:18.818Z,L1Juror12,https://github.com/erigontech/erigon,https://github.com/scaffold-eth/scaffold-eth-2,ethereum
2025-05-26T11:55:56.661Z,L1Juror12,https://github.com/safe-global/safe-smart-account,https://github.com/alloy-rs/alloy,ethereum
2025-05-26T11:58:00.198Z,L1Juror12,https://github.com/ethereum/py-evm,https://github.com/hyperledger-web3j/web3j,ethereum
2025-05-26T14:47:50.691Z,L1Juror32,https://github.com/ethereum/remix-project,https://github.com/vyperlang/vyper,ethereum
2025-05-26T14:57:22.423Z,L1Juror32,https://github.com/argotorg/fe,https://github.com/nomicfoundation/hardhat,ethereum
2025-05-30T15:15:39.495Z,L1Juror20,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/ethereum/go-ethereum,ethereum
2025-05-30T15:16:23.374Z,L1Juror20,https://github.com/prysmaticlabs/prysm,https://github.com/argotorg/solidity,ethereum
2025-06-01T07:34:39.739Z,L1Juror4,https://github.com/erigontech/erigon,https://github.com/scaffold-eth/scaffold-eth-2,ethereum
2025-06-01T07:41:15.160Z,L1Juror4,https://github.com/eth-infinitism/account-abstraction,https://github.com/prysmaticlabs/prysm,ethereum
2025-06-01T07:44:47.858Z,L1Juror4,https://github.com/erigontech/erigon,https://github.com/paradigmxyz/reth,ethereum
2025-06-06T22:43:17.720Z,L1Juror31,https://github.com/alloy-rs/alloy,https://github.com/argotorg/solidity,ethereum
2025-06-06T22:44:23.413Z,L1Juror31,https://github.com/ethereum/remix-project,https://github.com/erigontech/erigon,ethereum
2025-09-05T14:24:28.193Z,L1Juror35,https://github.com/vyperlang/vyper,https://github.com/erigontech/erigon,ethereum
2025-09-05T14:27:06.042Z,L1Juror35,https://github.com/foundry-rs/foundry,https://github.com/argotorg/solidity,ethereum
2025-09-05T14:31:04.180Z,L1Juror35,https://github.com/nethereum/nethereum,https://github.com/ethereum/remix-project,ethereum
2025-09-05T19:43:04.722Z,L1Juror36,https://github.com/argotorg/solidity,https://github.com/paradigmxyz/reth,ethereum
2025-09-05T19:44:11.152Z,L1Juror36,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/argotorg/fe,ethereum
2025-09-06T17:58:47.314Z,L1Juror14,https://github.com/ethpandaops/checkpointz,https://github.com/a16z/helios,ethereum
2025-09-06T18:03:33.651Z,L1Juror14,https://github.com/wevm/viem,https://github.com/argotorg/act,ethereum
2025-09-06T18:04:19.864Z,L1Juror14,https://github.com/lambdaclass/lambda_ethereum_consensus,https://github.com/erigontech/erigon,ethereum
2025-09-07T23:10:19.976Z,L1Juror26,https://github.com/consensys/teku,https://github.com/eth-infinitism/account-abstraction,ethereum
2025-09-08T11:17:29.119Z,L1Juror38,https://github.com/erigontech/erigon,https://github.com/hyperledger-web3j/web3j,ethereum
2025-09-08T11:23:49.723Z,L1Juror38,https://github.com/nethermindeth/nethermind,https://github.com/paradigmxyz/reth,ethereum
2025-09-08T11:24:42.590Z,L1Juror38,https://github.com/alloy-rs/alloy,https://github.com/ethdebug/format,ethereum
2025-09-08T11:30:18.930Z,L1Juror38,https://github.com/prysmaticlabs/prysm,https://github.com/hyperledger/besu,ethereum
2025-09-08T11:31:39.790Z,L1Juror38,https://github.com/erigontech/silkworm,https://github.com/ethereum/py-evm,ethereum
2025-09-08T17:22:28.895Z,L1Juror30,https://github.com/ethereum/go-ethereum,https://github.com/chainsafe/lodestar,ethereum
2025-09-09T20:24:54.588Z,L1Juror21,https://github.com/nethermindeth/nethermind,https://github.com/vyperlang/vyper,ethereum
2025-09-09T20:27:27.758Z,L1Juror21,https://github.com/paradigmxyz/reth,https://github.com/apeworx/ape,ethereum
2025-09-10T02:13:22.560Z,L1Juror11,https://github.com/paradigmxyz/reth,https://github.com/hyperledger-web3j/web3j,ethereum
2025-09-10T02:13:29.526Z,L1Juror11,https://github.com/paradigmxyz/reth,https://github.com/alloy-rs/alloy,ethereum
2025-09-10T02:18:26.214Z,L1Juror11,https://github.com/safe-global/safe-smart-account,https://github.com/erigontech/erigon,ethereum
2025-09-10T21:16:56.285Z,L1Juror33,https://github.com/ethereum/evmone,https://github.com/ethereum/eips,ethereum
2025-09-10T21:24:40.960Z,L1Juror33,https://github.com/ethereum-lists/chains,https://github.com/alloy-rs/alloy,ethereum
2025-09-11T19:19:55.143Z,L1Juror8,https://github.com/consensys/teku,https://github.com/ethereum/remix-project,ethereum
2025-09-11T19:20:21.719Z,L1Juror8,https://github.com/argotorg/sourcify,https://github.com/consensys/teku,ethereum
2025-09-11T19:21:00.768Z,L1Juror8,https://github.com/erigontech/erigon,https://github.com/foundry-rs/foundry,ethereum
2025-09-11T19:21:43.719Z,L1Juror8,https://github.com/ethdebug/format,https://github.com/ethereum/remix-project,ethereum
2025-09-11T19:22:47.312Z,L1Juror8,https://github.com/nomicfoundation/hardhat,https://github.com/scaffold-eth/scaffold-eth-2,ethereum
2025-09-11T19:23:12.693Z,L1Juror8,https://github.com/erigontech/erigon,https://github.com/consensys/teku,ethereum
2025-09-11T19:23:20.163Z,L1Juror8,https://github.com/foundry-rs/foundry,https://github.com/ethereum-lists/chains,ethereum
2025-09-11T19:23:39.310Z,L1Juror8,https://github.com/ethereum/remix-project,https://github.com/ethpandaops/ethereum-helm-charts,ethereum
2025-09-11T19:23:50.857Z,L1Juror8,https://github.com/status-im/nimbus-eth2,https://github.com/ethereum/web3.py,ethereum
2025-09-11T19:24:37.778Z,L1Juror8,https://github.com/nethermindeth/nethermind,https://github.com/ethereum/go-ethereum,ethereum
2025-09-11T19:25:31.796Z,L1Juror8,https://github.com/paradigmxyz/reth,https://github.com/openzeppelin/openzeppelin-contracts,ethereum
2025-09-11T19:26:03.851Z,L1Juror8,https://github.com/ethpandaops/ethereum-package,https://github.com/grandinetech/grandine,ethereum
2025-09-15T21:13:13.455Z,L1Juror21,https://github.com/openzeppelin/openzeppelin-contracts,https://github.com/status-im/nimbus-eth2,ethereum
2025-09-15T21:18:50.962Z,L1Juror21,https://github.com/hyperledger/besu,https://github.com/erigontech/silkworm,ethereum
2025-09-15T21:23:22.299Z,L1Juror21,https://github.com/ethpandaops/checkpointz,https://github.com/scaffold-eth/scaffold-eth-2,ethereum
2025-09-23T07:33:48.851Z,L1Juror39,https://github.com/wevm/viem,https://github.com/nomicfoundation/hardhat,ethereum
2025-09-23T07:35:04.567Z,L1Juror39,https://github.com/hyperledger-web3j/web3j,https://github.com/grandinetech/grandine,ethereum
2025-09-23T07:39:09.391Z,L1Juror39,https://github.com/ethereum-lists/chains,https://github.com/argotorg/hevm,ethereum
2025-09-23T07:44:26.348Z,L1Juror39,https://github.com/argotorg/sourcify,https://github.com/argotorg/fe,ethereum
2025-09-23T11:39:51.210Z,L1Juror38,https://github.com/nethermindeth/nethermind,https://github.com/erigontech/erigon,ethereum
2025-09-23T11:50:42.857Z,L1Juror38,https://github.com/grandinetech/grandine,https://github.com/hyperledger/besu,ethereum
